Date,User,Tweet,original,Retweets,Likes,Followers,polarity_score,Classification,Stance_-1to1,Stance_0to100,,Stance_weighted_reach
2024-07-09 09:56:44+00:00,21291353,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,251,-0.1779,Neither,-0.1779,41.1, 227.2595354967195 , 227.26 
2024-07-09 09:55:29+00:00,63524177,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,547,-0.1779,Neither,-0.1779,41.1, 259.18791429356344 , 259.19 
2024-07-09 09:54:35+00:00,769101895076052993,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,681,-0.1779,Neither,-0.1779,41.1, 268.1787189373663 , 268.18 
2024-07-09 09:53:26+00:00,1428637145565057028,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,203,-0.1779,Neither,-0.1779,41.1, 218.5747317469973 , 218.57 
2024-07-09 09:53:20+00:00,1132198688082632704,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,259,-0.1779,Neither,-0.1779,41.1, 228.54401503473818 , 228.54 
2024-07-09 09:53:08+00:00,251630389,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,166,-0.1779,Neither,-0.1779,41.1, 210.34954569032865 , 210.35 
2024-07-09 09:53:02+00:00,826075421720539136,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,481,-0.1779,Neither,-0.1779,41.1, 253.91350308747968 , 253.91 
2024-07-09 09:51:27+00:00,1808181431803215872,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,27,-0.1779,Neither,-0.1779,41.1, 136.95360536820087 , 136.95 
2024-07-09 09:51:08+00:00,116740767,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,340,-0.1779,Neither,-0.1779,41.1, 239.69036981635256 , 239.69 
2024-07-09 09:49:56+00:00,974666431693500416,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,59,-0.1779,Neither,-0.1779,41.1, 168.27756150732833 , 168.28 
2024-07-09 09:49:41+00:00,3557698874,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,749,-0.1779,Neither,-0.1779,41.1, 272.08500878839766 , 272.09 
2024-07-09 09:47:32+00:00,1220831477740589056,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,69,-0.1779,Neither,-0.1779,41.1, 174.61315444822867 , 174.61 
2024-07-09 09:46:43+00:00,1722419131725815808,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,31,-0.1779,Neither,-0.1779,41.1, 142.44174560506877 , 142.44 
2024-07-09 09:45:59+00:00,303685500,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,193,-0.1779,Neither,-0.1779,41.1, 216.5089703375028 , 216.51 
2024-07-09 09:43:04+00:00,1540200099606802433,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,284,-0.1779,Neither,-0.1779,41.1, 232.31730530904156 , 232.32 
2024-07-09 09:42:25+00:00,1710624673,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,248,-0.1779,Neither,-0.1779,41.1, 226.7673140446995 , 226.77 
2024-07-09 09:40:34+00:00,3249385620,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,47,-0.1779,Neither,-0.1779,41.1, 159.10636154831434 , 159.11 
2024-07-09 09:39:35+00:00,2709704824,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,1518,-0.1779,Neither,-0.1779,41.1, 301.0906883566863 , 301.09 
2024-07-09 09:38:41+00:00,2599444638,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,236,-0.1779,Neither,-0.1779,41.1, 224.7372718006539 , 224.74 
2024-07-09 09:38:34+00:00,144436477,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,206,-0.1779,Neither,-0.1779,41.1, 219.1747424032067 , 219.17 
2024-07-09 09:38:22+00:00,755466666646069248,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,149,-0.1779,Neither,-0.1779,41.1, 205.9371105873561 , 205.94 
2024-07-09 09:37:59+00:00,1407563443,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,263,-0.1779,Neither,-0.1779,41.1, 229.1715081393136 , 229.17 
2024-07-09 09:37:45+00:00,163162895,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,7578,-0.1779,Neither,-0.1779,41.1, 367.15191195067445 , 367.15 
2024-07-09 09:37:08+00:00,1252572304199958528,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,102,-0.1779,Neither,-0.1779,41.1, 190.48736141623803 , 190.49 
2024-07-09 09:35:21+00:00,1735533266130845696,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,113,-0.1779,Neither,-0.1779,41.1, 194.65775622901378 , 194.66 
2024-07-09 09:34:58+00:00,140783874,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,64,-0.1779,Neither,-0.1779,41.1, 171.56731679271067 , 171.57 
2024-07-09 09:34:49+00:00,1597661035602841601,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,117,-0.1779,Neither,-0.1779,41.1, 196.07513806553885 , 196.08 
2024-07-09 09:33:26+00:00,1288496899058622464,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,249,-0.1779,Neither,-0.1779,41.1, 226.9320437241383 , 226.93 
2024-07-09 09:33:20+00:00,1648598764427546624,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,8,-0.1779,Neither,-0.1779,41.1, 90.30593012851863 , 90.31 
2024-07-09 09:31:20+00:00,1574607467404615680,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,61,-0.1779,Neither,-0.1779,41.1, 169.62522322535327 , 169.63 
2024-07-09 09:31:09+00:00,1125280142,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,1865,-0.1779,Neither,-0.1779,41.1, 309.5468028758396 , 309.55 
2024-07-09 09:30:40+00:00,149810629,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,175,-0.1779,Neither,-0.1779,41.1, 212.50689219606804 , 212.51 
2024-07-09 09:30:37+00:00,1975001221,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,150,-0.1779,Neither,-0.1779,41.1, 206.2102012930934 , 206.21 
2024-07-09 09:29:48+00:00,1622035488,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,388,-0.1779,Neither,-0.1779,41.1, 245.10311102271817 , 245.10 
2024-07-09 09:29:47+00:00,181133738,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,6594,-0.1779,Neither,-0.1779,41.1, 361.4361563777232 , 361.44 
2024-07-09 09:29:34+00:00,1096481063516454919,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,368,-0.1779,Neither,-0.1779,41.1, 242.9337420700657 , 242.93 
2024-07-09 09:28:36+00:00,2933092680,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,736,-0.1779,Neither,-0.1779,41.1, 271.36636236898175 , 271.37 
2024-07-09 09:28:16+00:00,427367864,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,138,-0.1779,Neither,-0.1779,41.1, 202.80687865167147 , 202.81 
2024-07-09 09:28:12+00:00,55310827,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,46,-0.1779,Neither,-0.1779,41.1, 158.2410664302834 , 158.24 
2024-07-09 09:28:11+00:00,1668952693308817409,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,140,-0.1779,Neither,-0.1779,41.1, 203.3940314945427 , 203.39 
2024-07-09 09:28:06+00:00,1386633437168103429,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,70,-0.1779,Neither,-0.1779,41.1, 175.19614294639808 , 175.20 
2024-07-09 09:28:02+00:00,1316783167425085443,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,562,-0.1779,Neither,-0.1779,41.1, 260.29779271654127 , 260.30 
2024-07-09 09:27:53+00:00,1559441784987873282,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,31,-0.1779,Neither,-0.1779,41.1, 142.44174560506877 , 142.44 
2024-07-09 09:27:35+00:00,433890464,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,381,-0.1779,Neither,-0.1779,41.1, 244.35678701373024 , 244.36 
2024-07-09 09:27:17+00:00,1220273657043279874,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,410,-0.1779,Neither,-0.1779,41.1, 247.36418111579525 , 247.36 
2024-07-09 09:26:13+00:00,180012396,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,211,-0.1779,Neither,-0.1779,41.1, 220.1556958890197 , 220.16 
2024-07-09 09:25:26+00:00,1545694868,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,122,-0.1779,Neither,-0.1779,41.1, 197.78077700580636 , 197.78 
2024-07-09 09:23:47+00:00,2911145023,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,57,-0.1779,Neither,-0.1779,41.1, 166.88420773345783 , 166.88 
2024-07-09 09:23:13+00:00,1655096956786704391,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,7,-0.1779,Neither,-0.1779,41.1, 85.46504736304125 , 85.47 
2024-07-09 09:22:11+00:00,1588820130,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,263,-0.1779,Neither,-0.1779,41.1, 229.1715081393136 , 229.17 
2024-07-09 09:21:15+00:00,1384185030650388495,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,55,-0.1779,Neither,-0.1779,41.1, 165.44195448921465 , 165.44 
2024-07-09 09:19:42+00:00,115867633,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,65,-0.1779,Neither,-0.1779,41.1, 172.1948098972861 , 172.19 
2024-07-09 09:19:30+00:00,364848409,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,183,-0.1779,Neither,-0.1779,41.1, 214.33385963772932 , 214.33 
2024-07-09 09:19:19+00:00,13452222,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,340,-0.1779,Neither,-0.1779,41.1, 239.69036981635256 , 239.69 
2024-07-09 09:17:49+00:00,2214495066,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,160,-0.1779,Neither,-0.1779,41.1, 208.8457194008614 , 208.85 
2024-07-09 09:17:07+00:00,3274985952,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,554,-0.1779,Neither,-0.1779,41.1, 259.7095894749785 , 259.71 
2024-07-09 09:16:08+00:00,126766412,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,320,-0.1779,Neither,-0.1779,41.1, 237.20623016064366 , 237.21 
2024-07-09 09:15:56+00:00,185243252,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,285,-0.1779,Neither,-0.1779,41.1, 232.46126342469594 , 232.46 
2024-07-09 09:15:38+00:00,974195918776995840,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,177,-0.1779,Neither,-0.1779,41.1, 212.9713039170047 , 212.97 
2024-07-09 09:15:19+00:00,1068797473546625025,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,80,-0.1779,Neither,-0.1779,41.1, 180.61186025703725 , 180.61 
2024-07-09 09:14:38+00:00,2217499693,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,20,-0.1779,Neither,-0.1779,41.1, 125.12987219043269 , 125.13 
2024-07-09 09:12:42+00:00,237266925,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,236,-0.1779,Neither,-0.1779,41.1, 224.7372718006539 , 224.74 
2024-07-09 09:10:44+00:00,2456941532,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,1006,-0.1779,Neither,-0.1779,41.1, 284.1954396907329 , 284.20 
2024-07-09 09:10:34+00:00,1138191892145942538,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,996,-0.1779,Neither,-0.1779,41.1, 283.78525664543156 , 283.79 
2024-07-09 09:10:26+00:00,2481465973,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,79,-0.1779,Neither,-0.1779,41.1, 180.10129468509652 , 180.10 
2024-07-09 09:09:03+00:00,1454459638032654347,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,16,-0.1779,Neither,-0.1779,41.1, 116.44506844071049 , 116.45 
2024-07-09 09:08:54+00:00,804703292,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,1200,-0.1779,Neither,-0.1779,41.1, 291.43639368748734 , 291.44 
2024-07-09 09:08:53+00:00,1810180238493855744,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,3,-0.1779,Neither,-0.1779,41.1, 56.98 , 56.98 
2024-07-09 09:08:05+00:00,1254325540372148225,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,77,-0.1779,Neither,-0.1779,41.1, 179.06073277694222 , 179.06 
2024-07-09 09:07:00+00:00,1804031401018400768,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,18,-0.1779,Neither,-0.1779,41.1, 121.0164420437407 , 121.02 
2024-07-09 09:05:54+00:00,1810561334096146434,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,3,-0.1779,Neither,-0.1779,41.1, 56.98 , 56.98 
2024-07-09 09:05:42+00:00,1493632772824387584,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,3895,-0.1779,Neither,-0.1779,41.1, 339.8027028217357 , 339.80 
2024-07-09 09:05:33+00:00,426901142,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,809,-0.1779,Neither,-0.1779,41.1, 275.2481075790925 , 275.25 
2024-07-09 09:05:21+00:00,1107340472102674432,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,816,-0.1779,Neither,-0.1779,41.1, 275.60176679874616 , 275.60 
2024-07-09 09:04:02+00:00,931781633656713216,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,200,-0.1779,Neither,-0.1779,41.1, 217.96583172122803 , 217.97 
2024-07-09 09:03:41+00:00,75091160,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,54,-0.1779,Neither,-0.1779,41.1, 164.70139391305457 , 164.70 
2024-07-09 09:03:32+00:00,1441715195122880514,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,191,-0.1779,Neither,-0.1779,41.1, 216.08305979034182 , 216.08 
2024-07-09 09:02:22+00:00,108264490,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,1072,-0.1779,Neither,-0.1779,41.1, 286.80458482212174 , 286.80 
2024-07-09 09:00:44+00:00,2389415959,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,470,-0.1779,Neither,-0.1779,41.1, 252.96466766407477 , 252.96 
2024-07-09 09:00:22+00:00,52329323,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,243,-0.1779,Neither,-0.1779,41.1, 225.93361405955062 , 225.93 
2024-07-09 09:00:04+00:00,4547518212,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,"RT @Iam_Rohit_G: Hello @nsitharaman Mam, Can you  file an FIR against this handle for sharing a deepfake video using AI.

This is a crime u…",2628,0,183,-0.1779,Neither,-0.1779,41.1, 214.33385963772932 , 214.33 
